season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,class
2,0,4,0,4,1,1,0.4375,0.433696,0.602917,0.162312,571,2570,0
2,0,4,0,5,1,2,0.335833,0.324479,0.83625,0.226992,172,1299,0
2,0,4,0,6,0,2,0.3425,0.341529,0.8775,0.133083,879,1576,0
2,0,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767,1188,1707,0
2,0,4,0,1,1,2,0.595652,0.565217,0.716956,0.324474,855,2493,1
2,0,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,257,1777,0
2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,0
2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,0
2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,0
2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,0
2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,1
2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,1
2,0,4,0,2,1,2,0.505833,0.489258,0.665833,0.157971,409,2795,0
2,0,4,0,3,1,1,0.595,0.564392,0.614167,0.241925,613,3331,1
2,0,4,0,4,1,1,0.459167,0.453892,0.407083,0.325258,745,3444,1
2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,177,1506,0
2,0,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,1462,2574,1
2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,1710,2481,1
2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,773,3300,1
2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,1
2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,1
2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,1
2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,2
2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,2
2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138,2213,1
2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,847,3554,1
2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,603,3848,1
2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,255,2378,0
2,0,5,0,4,1,1,0.459167,0.441917,0.444167,0.295392,614,3819,1
2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,894,3714,2
2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,1612,3102,2
2,0,5,0,0,0,1,0.528333,0.518933,0.631667,0.0746375,1401,2932,1
2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,664,3698,1
2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671,694,4109,2
2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,550,3632,1
2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,695,4169,2
2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,692,3413,1
2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,902,2507,1
2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,1582,2971,2
2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,773,3185,1
2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,1
2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,1
2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,2
2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,909,4008,2
2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,2258,3547,2
2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1576,3084,2
2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,836,3438,1
2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,659,3833,1
2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,740,4238,2
2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,758,3919,2
2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871,3808,2
2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001,2757,2
2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2355,2433,2
2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549,2549,1
2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673,3309,1
2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513,3461,1
2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736,4232,2
2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,2
2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,2
2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,2
2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,2
2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,2
2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,1
2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563,3352,1
2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815,3771,2
2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729,3237,2
2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467,2993,1
2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863,4157,2
2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,2
2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,2
2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,1
2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,2
2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,2
2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,2
2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,1
3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,2
3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,1
3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,2
3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,2
3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,2
3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,2
3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,2
3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,2
3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,2
3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,2
3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,2
3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204,2915,2
3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,2
3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,3
3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,2
3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,2
3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,2
3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,1
3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,2
3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,2
3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,1
3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,1
3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748,3594,1
3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888,4196,2
3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,2
3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,2
3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,2
3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,1
3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,1
3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,1
3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,1
3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,1
3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,0
3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,1
3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,1
3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,2
3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,2
3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,1
3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,1
3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,1
3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,1
3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,1
3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,2
3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,1
3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,2
3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,2
3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,1
3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,1
3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,1
3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,2
3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,2
3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,2
3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,2
3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,1
3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,1
3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,1
3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,2
3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,2
3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,1
3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,1
3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,2
3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,1
3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,2
3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,2
3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,2
3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,1
3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,2
3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,0
3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,1
3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,2
3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,2
3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,2
3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,2
3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,2
3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,1
3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,2
3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,1
3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,0
3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,0
3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,0
3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,1
3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,2
3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,2
3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,2
3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,2
3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,2
3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,1
3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,2
3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,1
3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,1
3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,1
3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,1
3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,1
3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,2
4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,0
4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,2
4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,2
4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,2
4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,1
4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,1
4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,2
4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,2
4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,0
4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,0
4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,1
4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,1
4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,2
4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,2
4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,2
4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,2
4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,2
4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,2
4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,2
4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,0
4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,0
4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,1
4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,2
4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,2
4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,2
4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,2
4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,0
4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,1
4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,1
4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,1
4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,1
4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,1
4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,2
4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,1
4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,0
4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,1
4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,0
4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,1
4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,1
4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,1
4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,1
4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,1
4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,1
4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,1
4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,1
4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,1
4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,1
4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,1
4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,0
4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,1
4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,1
4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,1
4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,1
4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,1
4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,0
4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,0
4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,1
4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,1
4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,1
4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,0
4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,0
4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,0
4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,0
4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,0
4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,0
4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,0
4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,1
4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,0
4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,1
4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,1
4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,1
4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,1
4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,1
4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,1
